"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"otworzyæ";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"oznacza";0;0;0;0;0,00309287457923627;0;0,00274249743843711;0;0;0;0,00571451719468332;0;0;0;0;0;0;0;0
"oznajmia";0,000856679692623318;0;0;0;0,00261083334894725;0;0;0;0;0;0;0;0;0;0;0;0;0,00973128793698522;0,00878096684938901
"oznajmia,";0,00126750382067258;0;0,00181744810133599;0;0,00193143439340584;0;0,0051378939630971;0;0;0;0;0;0;0;0;0;0;0,00719898273905813;0,00649595708094699
"pada";0,00247555450719785;0;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0
"paj¹ka,";0,00123777725359893;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pakuje";0;0,00249074195816226;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"pamiêæ";0;0,00249074195816226;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pamiêtaj¹c";0;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0,0140602922659895;0
"pan";0,00492988953659119;0,00330675617178305;0,00117814482185931;0,00647448956156921;0,00125203543786443;0,000848820875591554;0,00222039652317461;0,00124768809259407;0;0;0,00115665505579536;0;0;0;0;0;0;0;0
"pana";0,00384299090689858;0,00220946716470243;0;0;0;0,00340292738122673;0,00148359690153036;0,00166732938817822;0;0,00169678750457713;0,0015456787461223;0;0;0;0;0;0;0;0
"pana.";0,00247555450719785;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"panem";0,0010148494713119;0,0020421510833761;0;0;0,00309287457923627;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pani";0,00293597472340888;0;0,00420983479465841;0;0;0,00151653497524112;0;0,006687497981098;0;0;0,012399137887701;0;0;0;0;0;0;0;0
"pani¹";0;0;0;0,00487676803820358;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"panu";0,0010148494713119;0;0;0,00399844596504869;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"pañstwo";0;0;0,00354964755567605;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"papieru,";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"patronusa";0;0,00498148391632452;0;0;0;0;0,00668986099576434;0;0;0;0;0;0;0;0;0;0;0;0
"patronusa,";0;0,00249074195816226;0;0;0;0;0,00668986099576434;0;0;0;0;0;0;0;0;0;0;0;0
"patrzy";0;0;0;0;0;0,00255742323893196;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"peleryn¹";0;0,00408430216675219;0;0;0,00309287457923627;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"peleryn¹-niewidk¹";0,00123777725359893;0,00498148391632452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pelerynê";0;0,00498148391632452;0;0;0;0;0,00668986099576434;0;0;0;0;0;0;0;0;0;0;0;0
"pelerynê-niewidkê";0,0020296989426238;0,0020421510833761;0;0;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"pe³ni";0,0020296989426238;0,0020421510833761;0;0;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"percy";0,0010148494713119;0;0;0,00399844596504869;0;0;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"percy'ego,";0,00123777725359893;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"percy,";0,0010148494713119;0,0020421510833761;0;0;0,00309287457923627;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"peronie";0;0;0;0;0;0,00255742323893196;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"pettigrew";0,00123777725359893;0;0;0;0;0;0,00668986099576434;0;0;0;0;0;0;0;0;0;0;0;0
"petunia";0;0;0,00582068855239875;0;0;0,00209682284466333;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"petuni¹";0,0010148494713119;0;0,00582068855239875;0;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"pewien";0;0;0;0;0;0,00209682284466333;0;0,0030821354313917;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"pewnego";0,000733993680852219;0,00147699341913821;0;0;0;0;0;0;0,0283235208611209;0;0;0;0,00519137309583888;0;0,0211648287753431;0;0;0;0
"pewnej";0;0;0;0;0;0;0;0;0;0,00765118377725226;0;0;0,0087545215995784;0;0;0;0;0;0
"pewno";0;0,00172387079251809;0;0;0;0;0;0,00260176795537452;0;0,00264773558709492;0,00241193939210685;0;0;0;0;0;0;0;0
"pewnym";0,000705792239753219;0,000710122253494036;0;0,00139038951735169;0,00107549293676681;0,000729133400437971;0,00190731085181508;0;0;0,00109069425036069;0;0;0,00748786591824439;0;0;0,00255800944352548;0;0;0,00361718522873525
"pêdzi";0;0;0;0;0;0;0,00334493049788217;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"pierwsza";0;0;0,00210491739732921;0;0;0,00151653497524112;0,00198352154331228;0,00222916599369933;0;0;0;0;0;0,0305714193421623;0;0;0;0;0
"pierwsz¹";0,000856679692623318;0;0;0,00337526653670208;0,00261083334894725;0;0,00231506438047743;0;0;0;0;0;0;0;0;0;0;0;0
"pierwsze";0,00293597472340888;0;0;0;0;0;0,00198352154331228;0,00445833198739866;0;0;0;0;0;0;0;0;0,00536490088734324;0,00833765982058971;0
"pierwszego";0,0020296989426238;0;0,00291034427619938;0;0;0,00419364568932666;0;0;0;0;0;0;0;0;0;0;0;0;0
"pierwszej";0,00257003907786995;0;0,00245675138081266;0;0;0;0,00463012876095486;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0
"pierwszy";0,00109799740197102;0;0,00314879254947756;0,00216302190898796;0,00167313889824156;0,00113430912707558;0;0,00166732938817822;0;0;0;0;0;0;0;0;0,00802547404671856;0;0
"pierwszym";0,00146798736170444;0,00147699341913821;0;0;0,00223693312259724;0,00303306995048224;0;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0
"piêæ";0;0;0;0,00399844596504869;0;0,00209682284466333;0;0;0;0,00313659012099226;0;0;0;0;0;0;0;0;0
"piêtrze.";0;0;0,0141985902227042;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"piotr";0;0;0;0;0;0;0;0;0;0,030604735109009;0,0453037099514663;0;0;0;0;0;0;0;0
"piotr,";0;0;0;0;0;0;0;0;0;0,0191279594431307;0,0104547022964922;0;0;0;0;0;0;0;0
"piotra";0;0;0;0;0;0;0;0;0;0,00765118377725226;0,00348490076549741;0;0;0;0;0;0;0;0
"piotra,";0;0;0;0;0;0;0;0;0,0391612501870945;0,00313659012099226;0,00571451719468332;0;0;0;0;0;0;0;0
"piotrowi";0;0;0;0;0;0;0;0;0;0,00765118377725226;0,00348490076549741;0;0;0;0;0;0;0;0
"pisze";0,00123777725359893;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pisze,";0,00371333176079678;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"place";0;0,00747222587448678;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"plan";0,0010148494713119;0,0020421510833761;0;0;0;0;0;0;0;0,00313659012099226;0;0;0;0;0;0;0;0;0
"planach";0,0010148494713119;0,0020421510833761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00741772984045245;0;0
"planuj¹";0;0,00249074195816226;0;0;0;0;0;0;0,0477636399035821;0;0;0;0;0;0;0;0;0;0
"p³acze";0;0;0,00354964755567605;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"pobyt";0,00123777725359893;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pobytu";0;0,0020421510833761;0;0;0;0;0,00274249743843711;0;0;0;0;0,041608828323788;0;0;0;0;0;0;0
"pochodzi";0;0;0;0;0;0;0;0;0,0477636399035821;0;0,00696980153099482;0;0;0;0;0;0;0;0
"poci¹g";0;0,00147699341913821;0,00210491739732921;0,00289189101885319;0;0,00151653497524112;0;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"poci¹g.";0;0;0;0;0,00754454706955537;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"poci¹gu";0,00171335938524664;0,00172387079251809;0,00245675138081266;0;0;0;0,00231506438047743;0;0;0;0;0;0;0;0;0;0;0;0
"poci¹gu.";0;0;0;0;0;0,00255742323893196;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"pocz¹tkowo";0;0;0;0;0;0,00419364568932666;0;0;0;0;0;0;0,00717780326879361;0;0;0;0,00741772984045245;0;0
"pocz¹tku";0;0;0,00291034427619938;0;0;0;0;0;0;0;0,00285725859734166;0;0,00717780326879361;0;0;0;0;0;0
"pod";0,00240395089879966;0,00362804859573446;0,00344697658931711;0;0,00457895409295173;0,00186258872788887;0,000812045205773726;0,00182522197871826;0;0,000928734858429079;0;0;0,00212532586201156;0;0;0,00217816545526599;0,00219636739500359;0;0
"pod¹¿a";0,0010148494713119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00741772984045245;0;0,010402207080947
"podchodzi";0,00123777725359893;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"podczas";0,000779810025537501;0,00287684516578661;0,000745435885978288;0;0,000396093981225397;0,000268533006169344;0,000702444732924958;0,000789437309803396;0,00501524879169216;0,00120507744818045;0,00109775831921159;0,00532870184117292;0;0;0,00749531687549598;0,00188418186649208;0;0,0029527005873166;0,00133217546029323
"podejrzewa,";0;0;0;0,00487676803820358;0;0;0;0;0;0,00765118377725226;0;0;0;0;0;0;0;0;0
"podejrzewaæ,";0,0010148494713119;0;0,00291034427619938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010402207080947
"podnieœæ";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00904715184803227;0;0
"podobnie";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"podobnych";0,00123777725359893;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podró¿y";0;0;0;0;0;0,00767226971679587;0;0;0;0;0;0;0;0;0,0356915111367427;0;0;0;0
"pods³ucha³";0;0;0;0;0,00377227353477768;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"pods³uchuj¹";0;0,0020421510833761;0;0;0;0;0;0,0030821354313917;0;0,00313659012099226;0;0;0;0;0;0;0;0;0
"pods³uchuje";0;0;0;0;0,00309287457923627;0;0,00274249743843711;0;0,0391612501870945;0;0;0;0;0;0;0;0;0;0
"pogodziæ";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"pogrzeb";0;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"pogrzebie";0;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"pojawia";0,00300493862349957;0,00120934953191149;0,00172348829465855;0,00118392776997941;0,000915790818590346;0,00434604036507403;0;0,00182522197871826;0;0,000928734858429079;0,000846025638204172;0;0;0;0;0;0,00439273479000718;0;0,00308006208908706
"pojawiaj¹";0,00257003907786995;0,00172387079251809;0;0;0;0,00531006499238642;0;0,00260176795537452;0;0;0;0;0;0;0;0;0;0;0
"pojawieniu";0,00123777725359893;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pojawi³";0,0010148494713119;0;0;0,00399844596504869;0;0;0;0;0;0;0;0;0,00717780326879361;0;0;0;0;0;0
"pojechali";0;0,00249074195816226;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pojedynek";0;0;0,00210491739732921;0,00289189101885319;0;0,00151653497524112;0;0;0;0,0045371011037838;0,0020665229812835;0;0;0;0;0;0;0;0
"pojedynków,";0;0;0;0,00487676803820358;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"pojedynku";0,00123777725359893;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pokazuje";0,000548998700985511;0,00110473358235121;0;0,00216302190898796;0,00167313889824156;0;0;0,00333465877635644;0;0,00169678750457713;0,00463703623836689;0;0;0;0;0;0;0;0
"pokazuje,";0;0;0,00354964755567605;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pok¹tn¹,";0;0;0,00291034427619938;0,00399844596504869;0,00309287457923627;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pokoju";0,00380465705318166;0,00669899738811741;0,00136385520594927;0,00187376503520058;0,00434817948935047;0,00196524017865132;0,00128519826307269;0,00288872109593423;0;0;0;0;0;0;0;0;0;0;0
"pokoju,";0,00123777725359893;0;0;0,00975353607640716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pokoju.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00904715184803227;0,0140602922659895;0
"pokonuje";0,00123777725359893;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"pola";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0,10310880995059;0;0;0;0;0
"polega";0,00123777725359893;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"polowanie,";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0,0281205845319791;0
"pomaga";0;0,00344774158503617;0;0;0,00261083334894725;0;0,00231506438047743;0,00520353591074904;0;0;0;0;0;0;0;0;0;0;0
"pomagaj¹";0;0,00249074195816226;0;0;0;0;0;0;0;0;0;0,050748867397556;0;0;0;0;0;0;0
"pomieszczenia";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"pomiêdzy";0,000733993680852219;0;0,00210491739732921;0;0;0;0;0;0;0;0;0;0;0,0305714193421623;0;0;0;0,00833765982058971;0,00752343522873525
"pomoc";0,00142674639494312;0,00191399925374783;0;0,00187376503520058;0,00144939316311682;0;0;0;0;0,00293975857112741;0,00133897801871629;0;0,00336368602006357;0;0;0,00344731357304858;0;0;0
"pomoc.";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"pomoc¹";0;0,00662840149410728;0;0,00432604381797592;0;0,00340292738122673;0;0;0;0,00339357500915426;0;0;0,00388294499025871;0;0;0;0,0120382110700778;0,0062362449843549;0
"pomoc¹.";0;0;0;0;0;0;0,00274249743843711;0,0030821354313917;0;0;0;0;0;0;0;0,00735625694122218;0;0;0
"pomocy";0,0010148494713119;0;0;0,00399844596504869;0,00309287457923627;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pomo¿e";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0,0087545215995784;0;0;0;0;0;0
"pomóc";0,00220198104255666;0,00147699341913821;0;0;0;0,00303306995048224;0;0,00222916599369933;0;0;0;0,030093740914941;0;0;0;0;0;0;0
"pomóg³";0,0010148494713119;0,0020421510833761;0;0;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"ponad";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0,0140602922659895;0
"poniewa¿";0;0,00241869906382297;0,000861744147329277;0;0;0,00372517745577774;0,00162409041154745;0,00182522197871826;0;0,000928734858429079;0;0;0,00425065172402312;0;0;0,00435633091053198;0,00219636739500359;0,00341340214201856;0,00308006208908706
"ponosz¹";0;0;0;0;0;0;0,00334493049788217;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"ponownie";0,00126750382067258;0,00127527991773192;0;0;0;0,00130942126986018;0,00171263132103237;0,00192472802398429;0;0;0;0;0;0;0;0;0;0,00719898273905813;0
"poprosi³";0,00123777725359893;0;0;0;0;0,00511484647786391;0;0;0;0;0;0;0;0;0;0;0;0;0
"poprzednich";0;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0,051554404975295;0;0;0;0;0
"pora¿kê";0;0;0;0;0;0;0,00334493049788217;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"porozmawiaæ";0;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0,0140602922659895;0
"portret";0;0;0;0;0;0,00255742323893196;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"posiada";0;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00904715184803227;0;0
"posi³ki";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0,0087545215995784;0;0;0;0;0;0
"posi³ku,";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"postaci";0;0,0020421510833761;0;0;0;0;0;0,0030821354313917;0;0,00313659012099226;0;0;0;0;0;0;0;0;0
"postaci¹";0;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"postacie";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"postaæ";0,000733993680852219;0,00147699341913821;0;0;0;0,00151653497524112;0,00396704308662456;0;0;0;0;0;0;0;0;0;0;0,00833765982058971;0
"postanawia";0,0021034570364497;0,00302337382977871;0;0,00118392776997941;0,00183158163718069;0,00248345163718516;0,00162409041154745;0;0,0115955278647984;0,000928734858429079;0,00253807691461252;0;0;0;0;0,0108908272763299;0;0;0,00308006208908706
"postanawiaj¹";0,000548998700985511;0;0;0;0;0,0045372365083023;0;0,00166732938817822;0;0,00339357500915426;0,0015456787461223;0;0;0;0;0;0;0,0124724899687098;0,00562723668510149
"postanowili";0,000856679692623318;0;0,00491350276162532;0,00337526653670208;0;0;0,00231506438047743;0;0;0;0;0;0;0;0;0;0;0;0
"poszed³";0,0010148494713119;0;0,00291034427619938;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"posz³a";0;0;0,00354964755567605;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potem";0,000705792239753219;0,000710122253494036;0,00708414855726072;0;0;0;0,000953655425907542;0,00107175858629192;0,0136176385081797;0,00763485975252481;0,00596136964735766;0;0;0,0146984034691464;0;0;0;0;0,00723437045747049
"potrafi";0,00171335938524664;0,00172387079251809;0;0;0;0;0;0;0;0;0;0;0,00605910380982099;0;0;0;0,00626163652769801;0;0
"potrzebne";0,00123777725359893;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potter";0;0,00127527991773192;0,00181744810133599;0,00249694446354719;0,00193143439340584;0,00785652761916108;0,00171263132103237;0;0;0;0;0;0;0;0;0;0;0;0
"potter,";0;0;0,00354964755567605;0;0,00754454706955537;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pottera";0;0,0020421510833761;0,00291034427619938;0;0,00309287457923627;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pottera.";0,00123777725359893;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potterów.";0;0;0;0;0;0,00511484647786391;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"potwór";0;0;0;0,00975353607640716;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"powiedzia³";0;0;0,00982700552325065;0,00675053307340416;0;0,00177002166412881;0,00231506438047743;0;0;0;0;0;0;0;0;0;0;0;0
"powiedzia³,";0;0,0020421510833761;0,0116413771047975;0,00399844596504869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powiedzieæ";0,000733993680852219;0,00147699341913821;0,00210491739732921;0,00578378203770638;0;0;0;0;0;0;0;0;0;0;0;0,005320440382752;0;0;0
"powieœci";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0,00897217545150162;0;0;0
"powinien";0,00247555450719785;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powodu";0,000633751910336292;0;0,00181744810133599;0,00249694446354719;0;0;0,00342526264206474;0;0;0;0;0;0,0044823854790362;0;0;0,00459382600199566;0;0;0
"powoduje";0;0,00249074195816226;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powoli";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0,00897217545150162;0;0;0
"powolnym";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0,0356915111367427;0;0;0;0
"powrocie";0,000733993680852219;0,00147699341913821;0;0;0;0,00454960492572336;0;0;0;0;0;0;0;0;0;0,005320440382752;0;0;0,00752343522873525
"powrotem";0,00247555450719785;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"powrotnej";0,0020296989426238;0;0,00291034427619938;0;0,00309287457923627;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powrotu";0;0;0;0,00975353607640716;0;0,00511484647786391;0;0;0;0;0;0;0;0;0;0;0;0;0
"powrót";0,00220198104255666;0,00147699341913821;0;0,00289189101885319;0;0,00151653497524112;0;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"powstrzymaæ";0,000856679692623318;0;0;0,0101257996101062;0;0,00177002166412881;0;0;0;0;0;0;0;0;0;0,0062097445122751;0;0;0
"poza";0,00257003907786995;0;0;0;0;0;0,00231506438047743;0,00260176795537452;0;0;0,00241193939210685;0;0;0;0;0;0;0;0
"poznaj¹";0,00247555450719785;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"poznaje";0,000633751910336292;0,00382583975319577;0,00181744810133599;0;0,00193143439340584;0;0;0,00192472802398429;0;0;0;0;0;0;0;0;0;0;0,00649595708094699
"poznali";0;0;0;0,00487676803820358;0;0;0;0;0;0;0;0,050748867397556;0;0;0;0;0;0;0
"pozna³";0;0;0;0;0;0,00255742323893196;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"pozostaje";0,0010148494713119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00735625694122218;0,00741772984045245;0;0
"pozostali";0,0010148494713119;0;0;0;0;0,00209682284466333;0;0;0;0,00940977036297678;0;0;0;0;0;0;0;0;0
"pozwala";0;0;0;0,00337526653670208;0;0,00177002166412881;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0,00973128793698522;0
"pozwoli³";0,00123777725359893;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"pójdzie";0,0010148494713119;0,0020421510833761;0;0;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"pójœæ";0;0;0,0070992951113521;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pó³nocy";0,0020296989426238;0;0,00291034427619938;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00741772984045245;0;0
"póŸniej";0,00240395089879966;0,00120934953191149;0,00258523244198783;0,00355178330993824;0;0,00062086290929629;0,000812045205773726;0;0,0115955278647984;0;0,00253807691461252;0;0,00212532586201156;0;0;0;0,00219636739500359;0;0,00308006208908706
"pracy";0,00123777725359893;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"praw";0;0;0;0;0;0,00255742323893196;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"prawdopodobnie";0,0010148494713119;0;0;0;0;0;0;0;0;0;0;0;0,00717780326879361;0;0,0292633517881586;0;0;0;0
"prawdziwe";0;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"prawdziwy";0,0010148494713119;0;0;0,00799689193009739;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawie";0;0;0,00354964755567605;0,00975353607640716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prefektów.";0,00247555450719785;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prezent";0;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"prezent,";0;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"privet";0,000733993680852219;0,00295398683827642;0,00420983479465841;0;0;0,00151653497524112;0;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"problem";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"prof.";0;0;0,022110762427314;0,00675053307340416;0;0;0,00463012876095486;0,00260176795537452;0;0;0;0;0;0;0;0;0;0;0
"profesor";0,00633751910336292;0,00382583975319577;0;0;0,00386286878681168;0,00261884253972036;0,00856315660516184;0,00384945604796859;0;0;0;0;0;0;0;0;0;0;0
"profesora";0;0;0,00245675138081266;0;0,00261083334894725;0;0,00463012876095486;0;0;0;0,0048238787842137;0;0;0;0;0;0;0;0
"profesora.";0;0;0;0;0;0;0,00334493049788217;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0
"profesorem";0;0;0;0;0;0;0,00334493049788217;0;0;0;0;0,050748867397556;0;0;0;0;0;0;0
"promieñ";0,00123777725359893;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"proponuje";0,000733993680852219;0,00147699341913821;0;0;0,00223693312259724;0;0;0;0;0,0022685505518919;0,004133045962567;0;0;0;0;0;0;0;0
"proponuje,";0;0;0;0;0;0;0,00274249743843711;0;0;0;0,00857177579202499;0;0;0;0;0,00735625694122218;0;0;0
"prosi";0,00633751910336292;0,00255055983546385;0;0,00249694446354719;0,00579430318021752;0;0;0;0;0;0;0;0;0;0;0,00459382600199566;0;0,00719898273905813;0
"prosi,";0,0010148494713119;0,0020421510833761;0;0;0;0;0;0;0;0;0;0;0,00717780326879361;0;0;0;0;0;0
"prosto";0;0;0;0,00487676803820358;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"proœb¹";0,00123777725359893;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prowadzi";0,00126750382067258;0,00127527991773192;0,00181744810133599;0;0,00193143439340584;0;0,00171263132103237;0;0;0,00195873381946105;0;0;0;0;0;0;0;0;0
"próbowali";0,0010148494713119;0;0;0;0;0;0;0,0030821354313917;0;0;0;0;0,00717780326879361;0;0;0;0;0;0
"próbuj¹";0,000733993680852219;0;0;0;0;0,00151653497524112;0,00198352154331228;0,00222916599369933;0;0;0;0;0;0;0,0211648287753431;0;0;0;0
