"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"próbuje";0,00190232852659083;0,00191399925374783;0;0,00187376503520058;0,00434817948935047;0,00294786026797697;0,00257039652614539;0;0;0,0014698792855637;0,00133897801871629;0;0;0;0;0;0;0;0
"przechadzaj¹c";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"przechodz¹";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0,051554404975295;0;0;0;0;0
"przechodz¹c";0;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"przeciwieñstwie";0,0010148494713119;0;0;0;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0,0115279870680625;0
"przeciwko";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"przed";0,00181955672625417;0,00156918827224724;0,00149087177195658;0,000512067444196797;0,00198046990612699;0,00161119803701606;0,00245855656523735;0,00276303058431188;0,00501524879169216;0;0,00109775831921159;0;0;0;0,00374765843774799;0,00282627279973812;0,00284989067828747;0,0014763502936583;0,00266435092058646
"przedmiotu,";0;0,00249074195816226;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedstawia";0,000633751910336292;0,00255055983546385;0;0;0;0,00261884253972036;0;0,00192472802398429;0;0,00195873381946105;0,0017842972239511;0;0;0;0;0;0;0;0
"przedtem";0,0020296989426238;0;0;0;0;0;0;0;0;0;0,00285725859734166;0;0,00717780326879361;0;0;0;0;0;0
"przedtem.";0,00123777725359893;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"przedzia³u";0,00123777725359893;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przegra³";0;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0,00904715184803227;0;0
"przegrywa";0;0;0;0;0;0,00255742323893196;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"przej¹æ";0;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0,051554404975295;0;0;0;0;0
"przejœcie";0;0;0;0,00399844596504869;0;0;0;0;0;0,012546360483969;0,00857177579202499;0;0;0;0;0;0;0;0
"przejœæ";0,00257003907786995;0;0,00491350276162532;0,00337526653670208;0;0;0;0;0;0;0;0;0,00605910380982099;0;0;0;0;0;0
"przekazuje";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekonaæ";0;0,0020421510833761;0;0;0;0;0;0,0061642708627834;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"przekonany,";0,00247555450719785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"przekonuje";0;0;0;0;0,00261083334894725;0,00708008665651523;0;0;0;0;0,00241193939210685;0;0;0;0;0;0,00626163652769801;0;0
"przemianê";0;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"przemiany.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0140602922659895;0,012687216849389
"przemienia";0;0,00249074195816226;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"przemieniony";0;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"przenosi";0;0;0;0;0;0,00209682284466333;0;0;0;0,00313659012099226;0,00285725859734166;0;0;0;0;0;0;0;0
"przeprasza";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"przeprosiæ";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeprowadza";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"przeprowadziæ";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00904715184803227;0;0
"przera¿ona";0;0,0020421510833761;0;0;0;0;0;0;0,0391612501870945;0;0;0;0;0;0;0;0;0,0115279870680625;0
"przera¿ona,";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0,00897217545150162;0;0;0
"przera¿ony";0,00247555450719785;0;0;0;0;0;0,00668986099576434;0;0;0;0;0;0;0;0;0;0;0;0
"przes³uchanie.";0;0;0;0;0;0;0,00334493049788217;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"przestaje";0;0;0;0;0;0,00511484647786391;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"przeszkody";0;0;0,00354964755567605;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesz³oœci";0;0,00172387079251809;0;0;0,00261083334894725;0,00177002166412881;0;0;0;0;0;0;0;0;0,0247025001477317;0;0;0;0
"przy";0,00317606507888948;0,00426073352096422;0;0,00139038951735169;0,00215098587353362;0,00218740020131391;0,00190731085181508;0,00107175858629192;0;0,00327208275108206;0;0;0,00499191061216293;0;0;0;0;0;0,00723437045747049
"przybieraj¹";0;0,00249074195816226;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"przybycie";0,0010148494713119;0;0;0;0;0;0;0;0;0,00627318024198452;0;0;0,00717780326879361;0;0;0;0;0;0
"przybyli";0;0;0;0;0;0,00209682284466333;0;0;0;0,00313659012099226;0;0;0;0;0;0;0,00741772984045245;0;0
"przyby³";0,000856679692623318;0;0;0;0;0,00177002166412881;0;0;0;0;0,00241193939210685;0;0;0;0;0,0062097445122751;0;0;0
"przybywa";0,00109799740197102;0,00110473358235121;0;0;0;0,00113430912707558;0;0,00333465877635644;0,0211848910497938;0,00169678750457713;0,0015456787461223;0;0;0;0;0;0;0;0
"przybywaj¹";0;0,00408430216675219;0;0;0;0;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0,010402207080947
"przychodz¹";0;0;0;0,00399844596504869;0,00309287457923627;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"przychodzi";0;0,00172387079251809;0,00245675138081266;0;0;0;0;0,00520353591074904;0;0;0;0;0;0;0;0;0,00626163652769801;0;0
"przydzia³u";0;0;0;0,00487676803820358;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"przygotowania";0,0010148494713119;0,0020421510833761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00741772984045245;0;0
"przyjaciel";0,00123777725359893;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"przyjaciela";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00735625694122218;0;0,0115279870680625;0,010402207080947
"przyjaciela.";0;0;0;0;0,00377227353477768;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjaciele";0,00220198104255666;0,00738496709569104;0,00210491739732921;0;0;0,00151653497524112;0,00595056462993684;0;0;0;0;0;0;0;0;0;0;0;0
"przyjacielem.";0;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0,0140602922659895;0
"przyjació³";0,000548998700985511;0,00220946716470243;0;0;0;0,00113430912707558;0,00148359690153036;0;0;0,00169678750457713;0;0,022508946740406;0,00388294499025871;0;0;0;0;0;0
"przyjació³,";0;0;0;0;0;0;0,00334493049788217;0;0;0;0;0,050748867397556;0;0;0;0;0;0;0
"przyjació³mi";0;0,00249074195816226;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"przyjêcie";0;0;0;0,00399844596504869;0,00618574915847254;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"przyjêcie.";0;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"przyjmuje";0;0;0;0;0,00261083334894725;0,00354004332825762;0;0;0;0,00264773558709492;0,00241193939210685;0;0;0;0;0;0;0;0
"przynajmniej";0;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"przyniós³";0;0;0;0,00487676803820358;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"przynosi";0,0010148494713119;0;0,00291034427619938;0;0;0;0;0;0;0,00627318024198452;0;0;0;0;0;0;0;0;0
"przynosz¹";0;0;0,00354964755567605;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przypadek";0;0;0,00291034427619938;0,00399844596504869;0;0;0;0;0,0391612501870945;0;0;0;0;0;0;0;0;0;0
"przypadkiem";0;0;0,00245675138081266;0;0;0;0;0;0;0,00264773558709492;0,00241193939210685;0;0;0;0;0;0,00626163652769801;0;0
"przyp³ywie";0,0010148494713119;0;0;0;0;0,00209682284466333;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"przypomina";0,000856679692623318;0;0;0;0,00261083334894725;0;0,00231506438047743;0;0;0,00264773558709492;0;0;0;0;0;0;0;0;0
"przypomnieæ";0,0010148494713119;0;0;0;0;0;0;0;0;0,00313659012099226;0;0;0;0;0;0,00735625694122218;0;0;0
"przysiêga";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"przysiêgê";0;0;0;0;0,00754454706955537;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyszed³";0,000856679692623318;0;0,00491350276162532;0,00337526653670208;0;0,00177002166412881;0;0;0;0;0;0;0;0;0;0;0;0;0
"przytomnoœæ.";0;0;0,00291034427619938;0;0;0;0,00274249743843711;0;0;0,00313659012099226;0;0;0;0;0;0;0;0;0
"przywróciæ";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"przyznaje";0;0;0;0,00337526653670208;0;0;0,00231506438047743;0;0;0,00264773558709492;0,00241193939210685;0;0;0;0;0;0;0;0
"przyznaje,";0;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"psa";0;0;0;0;0;0,00255742323893196;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"pt.";0;0;0;0,00399844596504869;0;0,00209682284466333;0;0;0;0;0;0;0;0,042269285916229;0;0;0;0;0
"puchar";0,00190125573100887;0,00127527991773192;0,00726979240534395;0,00249694446354719;0,00193143439340584;0;0;0,00192472802398429;0;0;0;0;0;0;0;0;0;0;0
"puchonami,";0;0;0;0,00487676803820358;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"punktem";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"punktów.";0;0;0,00354964755567605;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"push";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0140602922659895;0,012687216849389
"pyta";0,00274499350492756;0,00220946716470243;0;0;0,00334627779648312;0;0,00148359690153036;0,00166732938817822;0;0,00169678750457713;0;0;0;0;0;0;0;0;0,00562723668510149
"pytanie";0;0;0,0070992951113521;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"quidditcha";0,00146798736170444;0;0;0,00289189101885319;0,00894773249038896;0;0,00198352154331228;0,00445833198739866;0;0;0;0;0;0;0;0;0;0;0
"quidditcha.";0;0;0;0,00675053307340416;0,00261083334894725;0,00177002166412881;0;0,00260176795537452;0;0;0;0;0;0;0;0;0;0;0
"quidditchu.";0,00247555450719785;0;0;0;0;0;0;0,0112775260883458;0;0;0;0;0;0;0;0;0;0;0
"radzi";0,00742666352159356;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"ramach";0,00123777725359893;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ranka";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"ranny";0;0;0,00354964755567605;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"rano";0;0;0;0;0;0;0;0,00375917536278193;0;0;0,00696980153099482;0;0;0;0;0;0;0;0
"rany";0;0;0;0;0;0;0;0;0;0,00313659012099226;0;0;0;0;0;0;0,00741772984045245;0;0,010402207080947
"rany.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00904715184803227;0,0140602922659895;0
"ratuje";0;0,00172387079251809;0;0;0;0;0,00231506438047743;0,00260176795537452;0;0;0;0;0;0;0;0;0;0;0,017561933698778
"ravenclawu,";0;0,00249074195816226;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raz";0,00164699610295653;0;0;0;0,00167313889824156;0,00226861825415115;0,00148359690153036;0,00166732938817822;0;0;0,0015456787461223;0;0;0;0;0;0,00401273702335928;0;0
"raz.";0;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0,00904715184803227;0;0
"razem";0,000757963048082046;0,00203363500835101;0,0014491038529452;0;0;0,00313211817034219;0,00068276520362763;0,00230196184973066;0;0;0,00142267170112109;0;0,00178696768927879;0,0105232541701973;0;0,00183139506276914;0,00554009759935178;0,00286997841005381;0
"razu";0,000856679692623318;0;0;0;0;0,00177002166412881;0,00231506438047743;0;0;0;0;0;0,00605910380982099;0;0;0;0;0;0
"r¹k";0,0010148494713119;0;0;0;0;0,00209682284466333;0;0;0;0;0;0;0,00717780326879361;0;0;0;0;0;0
"remus";0;0,00996296783264904;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"reszta";0;0;0;0;0;0,00209682284466333;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0,010402207080947
"resztê";0,00171335938524664;0;0;0;0,00261083334894725;0;0,00231506438047743;0;0;0,00264773558709492;0;0;0;0;0;0;0;0;0
"rêce";0,000733993680852219;0;0;0;0;0;0,00396704308662456;0;0;0,0022685505518919;0;0;0,00519137309583888;0;0;0;0;0;0,00752343522873525
"rêkê.";0;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"rêku";0,00247555450719785;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0356915111367427;0;0;0;0
"riddle'a";0;0;0;0,00975353607640716;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddle'a,";0,00123777725359893;0;0;0,00975353607640716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddle'ów";0,00123777725359893;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rita";0,00495110901439571;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robi";0,00126750382067258;0;0,00181744810133599;0,00249694446354719;0;0;0;0;0;0,00195873381946105;0;0;0;0;0;0,00459382600199566;0;0;0,00649595708094699
"robi¹";0;0;0;0;0,00309287457923627;0;0;0,0030821354313917;0;0,00627318024198452;0;0;0;0;0;0;0;0;0
"robiæ";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"rodu";0;0;0,00354964755567605;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"rodzaju";0;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0,012687216849389
"rodzeñstwo";0;0;0;0;0;0;0;0;0;0,00940977036297678;0,0114290343893666;0;0,0143556065375872;0;0;0;0;0;0
"rodzeñstwo,";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"rodzice";0;0;0,00582068855239875;0;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0,010402207080947
"rodziców";0;0;0;0;0,00377227353477768;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"rodziców,";0;0,00408430216675219;0,00291034427619938;0;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"rodziców.";0;0;0;0;0;0,00767226971679587;0;0;0;0;0;0,050748867397556;0;0;0;0;0;0;0
"rodzina";0,00126750382067258;0;0,00363489620267198;0;0;0;0,00171263132103237;0;0;0;0;0;0;0;0,0182743407991476;0,00459382600199566;0;0;0,019487871242841
"rodzin¹";0;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"rodzinê";0,000733993680852219;0,00295398683827642;0;0;0;0;0;0,00222916599369933;0;0;0;0;0;0;0;0,005320440382752;0;0,00833765982058971;0
"rodzinie";0;0;0,00354964755567605;0,00975353607640716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rodziny";0,0020296989426238;0,0020421510833761;0,00291034427619938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rogu";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"rok";0,00146798736170444;0;0;0;0;0,00151653497524112;0;0,00222916599369933;0;0,0022685505518919;0,0020665229812835;0;0;0;0;0;0;0;0
"roku";0,00253500764134517;0;0,00726979240534395;0,00249694446354719;0,00193143439340584;0,00392826380958054;0;0,00192472802398429;0;0;0;0;0;0;0;0;0;0;0
"roku,";0;0;0;0,00487676803820358;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"roku.";0;0;0;0;0,00309287457923627;0,00209682284466333;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"ron";0,00713373197471562;0,0153119940299826;0,00954698644164492;0,0224851804224069;0,0202915042836355;0,0068783406252796;0,00771118957843616;0,0144436054796711;0;0;0;0;0;0;0;0;0;0;0
"ron,";0,00126750382067258;0,00382583975319577;0,00363489620267198;0,00499388892709438;0;0,00392826380958054;0;0,00192472802398429;0;0;0;0;0;0;0;0;0;0;0
"ron.";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"rona";0,000475582131647708;0,00382799850749566;0,00136385520594927;0,00562129510560174;0,00434817948935047;0,00196524017865132;0,00385559478921808;0,00288872109593423;0;0;0;0;0;0;0;0;0;0;0
"rona,";0,00109799740197102;0,00110473358235121;0,00157439627473878;0,00648906572696388;0;0,00113430912707558;0,00445079070459109;0,00333465877635644;0;0;0;0;0;0;0;0;0;0;0
"rona.";0,0036699684042611;0;0;0;0,00894773249038896;0,00151653497524112;0,00198352154331228;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"ronem";0,000475582131647708;0,00191399925374783;0,00272771041189855;0,00374753007040116;0,00289878632623365;0,000982620089325658;0,00385559478921808;0,00144436054796711;0;0;0;0;0;0;0;0;0;0;0
"ronem,";0,0010148494713119;0;0,00291034427619938;0;0;0;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"ronowi";0,00146798736170444;0,00295398683827642;0,00210491739732921;0;0,00671079936779172;0;0,00198352154331228;0;0;0;0;0;0;0;0;0;0;0;0
"rozbi³";0;0;0;0,00487676803820358;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"rozdzia³";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0,0140602922659895;0
"rozgrywa";0;0;0;0;0;0,00511484647786391;0;0;0,0477636399035821;0;0;0;0;0;0;0;0;0;0
"rozlega";0,00371333176079678;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozmawia";0;0,00110473358235121;0,00157439627473878;0;0,00501941669472467;0,00113430912707558;0,00148359690153036;0,00333465877635644;0;0;0,00463703623836689;0;0;0;0;0;0;0;0
"rozmawiaæ";0;0,0020421510833761;0,00291034427619938;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"rozmawiaj¹";0;0,00344774158503617;0,00245675138081266;0;0;0,00177002166412881;0;0,00260176795537452;0;0;0;0;0;0;0;0;0;0;0
"rozmowa";0,00247555450719785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"rozmowê";0,00126750382067258;0,00127527991773192;0;0;0;0,00130942126986018;0,00342526264206474;0,00384945604796859;0,0244553678341534;0;0;0;0;0;0;0;0;0;0
"rozmowê,";0,000856679692623318;0;0;0;0;0,00177002166412881;0,00231506438047743;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0
"rozmowê.";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozmowie";0;0,0020421510833761;0,00291034427619938;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"rozmowy";0,00109799740197102;0,00110473358235121;0,00157439627473878;0;0,00334627779648312;0,00226861825415115;0,00148359690153036;0;0;0;0;0;0;0;0;0;0;0;0,00562723668510149
"rozpoczyna";0;0,00498148391632452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"rozpoznaj¹";0,00123777725359893;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozwi¹zaniu";0,00123777725359893;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"rozwija";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0180943036960645;0;0
"róg,";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"równie¿";0,00329399220591307;0,00331420074705364;0;0;0;0,00340292738122673;0;0,00166732938817822;0;0,00169678750457713;0;0,022508946740406;0;0;0;0,00397948229664636;0;0;0
"równie¿,";0,0010148494713119;0;0;0;0;0,00419364568932666;0;0;0;0;0;0;0;0;0;0;0;0;0,010402207080947
"ró¿d¿ka";0,0020296989426238;0,00408430216675219;0;0,00399844596504869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ró¿d¿k¹";0,00123777725359893;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"ró¿d¿k¹.";0,00123777725359893;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"ró¿d¿kê";0;0,0020421510833761;0;0,00399844596504869;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"ró¿d¿kê,";0,0010148494713119;0;0,00291034427619938;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"ró¿d¿kê.";0,0030445484139357;0,00408430216675219;0;0;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"ró¿d¿ki";0,00495110901439571;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ró¿d¿ki.";0;0,0020421510833761;0;0;0;0,00209682284466333;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"ró¿nych";0;0,00249074195816226;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rubeus";0;0,0020421510833761;0,00291034427619938;0,00399844596504869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rufus";0;0,00249074195816226;0;0;0,00754454706955537;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ruiny";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0,0087545215995784;0;0;0;0;0;0
"ruszaj¹";0,000856679692623318;0;0;0;0;0;0,00231506438047743;0;0;0,00529547117418984;0,00723581817632055;0;0;0;0;0;0;0;0
"ryczypisk";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0,0175090431991568;0;0;0;0;0;0
"ryczypiska,";0;0;0;0;0;0;0;0;0;0,00765118377725226;0;0;0,0087545215995784;0;0;0;0;0;0
"rzeczy";0;0;0,00291034427619938;0;0;0,00209682284466333;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"rzeczywistoœci";0;0;0;0;0;0,0127871161946598;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"rzek¹.";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0,00904715184803227;0;0
"rzuca";0,00126750382067258;0,00127527991773192;0;0;0,00193143439340584;0;0,00171263132103237;0;0;0;0,0017842972239511;0;0;0;0;0,00459382600199566;0;0;0
"rzucaj¹";0;0,00249074195816226;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"rzuciæ";0,00123777725359893;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"salazara";0;0,00249074195816226;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sali";0,00293597472340888;0,00147699341913821;0,00210491739732921;0;0;0;0,00198352154331228;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"sali.";0,0010148494713119;0,0020421510833761;0;0;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"sam";0,00205412064024633;0,00165337808589152;0,00471257928743726;0;0,00250407087572886;0,00169764175118311;0;0;0;0,00126973205182718;0,00231331011159071;0;0,00290566714825141;0;0;0,00595581498343245;0;0;0
"sam.";0;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"sama";0;0,00127527991773192;0;0;0;0;0;0,00192472802398429;0;0;0,00356859444790221;0;0,0044823854790362;0;0;0,00918765200399132;0,00463221452011819;0;0
"sam¹";0;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0
"samego";0,000856679692623318;0;0;0;0,00261083334894725;0,00177002166412881;0;0,00260176795537452;0;0;0;0;0;0;0;0;0;0;0
"sami";0;0;0;0;0;0;0;0;0;0,00765118377725226;0;0;0,0087545215995784;0;0;0;0;0;0
"samo";0,00123777725359893;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"samym";0;0,0020421510833761;0,00291034427619938;0;0;0;0;0;0;0;0;0;0;0;0;0,00735625694122218;0;0;0
"s¹dzi,";0;0;0;0,00487676803820358;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"s¹dzi³,";0;0;0;0;0;0;0,00334493049788217;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"scrimgeour";0;0,00249074195816226;0;0;0,0113168206043331;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"scrimgeour.";0;0,00249074195816226;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"scrubb";0;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0,0356915111367427;0;0;0;0
"sen";0;0;0;0;0;0,00255742323893196;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"serce";0;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0,00904715184803227;0;0
"severus";0,000733993680852219;0,00147699341913821;0,00210491739732921;0;0,00223693312259724;0,00303306995048224;0;0;0;0;0;0;0;0;0;0;0;0;0
"shunpike'a";0;0;0;0;0,00377227353477768;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
